"","Year","Country","reservegrowth","IRgrowth","ERgrowth"
"164","2003","Brazil",0.02390397825,-0.0330320568333333,0.0189247190833333
"165","2004","Brazil",0.00640587091666667,0.0062245295,0.00678356775
"166","2005","Brazil",0.003671118,0.00136653291666667,0.0174535115833333
"167","2006","Brazil",0.0408071604166667,-0.0250401711666667,0.00245320508333333
"168","2007","Brazil",0.0646519493333333,-0.0134260280833333,0.0168259718333333
"169","2008","Brazil",0.00622592566666667,0.0171595361666667,-0.0207106318333333
"170","2009","Brazil",0.0176583806666667,-0.0359065205833333,0.0269160366666667
"171","2010","Brazil",0.0160550539166667,0.0177868449166667,0.00145017908333333
"172","2011","Brazil",0.0168525465,0.00236076975,-0.00262814041666667
"173","2012","Brazil",0.00452891791666667,-0.0336682185833333,-0.0127453795
"174","2013","Brazil",-0.00302797583333333,0.02755500775,-0.00843015425
"175","2014","Brazil",0.001167129,0.0136864215,-0.00653166883333333
"176","1980","Bulgaria",NA,NA,NA
"177","1981","Bulgaria",NA,NA,NA
"178","1982","Bulgaria",NA,NA,NA
"179","1983","Bulgaria",NA,NA,NA
"180","1984","Bulgaria",NA,NA,NA
"181","1985","Bulgaria",NA,NA,NA
"182","1986","Bulgaria",NA,NA,NA
"183","1987","Bulgaria",NA,NA,NA
"184","1988","Bulgaria",NA,NA,NA
"185","1989","Bulgaria",NA,NA,NA
"186","1990","Bulgaria",NA,NA,NA
"187","1991","Bulgaria",NA,0.200757989090909,0.0166214291111111
"188","1992","Bulgaria",NA,-0.0219261776666667,-0.02349946075
"189","1993","Bulgaria",NA,0.0225924299166667,-0.0185883699166667
"190","1994","Bulgaria",0.06055794575,0.028779688,-0.05169960825
"191","1995","Bulgaria",0.0201880153333333,-0.0577902433333333,-0.00623637191666667
"192","1996","Bulgaria",-0.0651272360833333,0.22575215375,-0.1194422325
"193","1997","Bulgaria",0.151107573666667,-0.154891003,-0.0918575990833333
"194","1998","Bulgaria",0.0212908358333333,-0.0215121845833333,0.0032508465
"195","1999","Bulgaria",0.00709653175,-0.0102546641666667,-0.0105279306666667
